Αφρική	Afrika
Κατηγορία:Ποδοσφαιριστές ΚΕ Σαμπαδέλ ΦΚ	Kategori:Spelare i CE Sabadell FC
Κατηγορία:Ποδοσφαιριστές Σαμσουνσπόρ	Kategori:Spelare i Samsunspor
Κατηγορία:Ποδοσφαιριστές Ασοσιασάο Ντεσπορτίβα Σάο Καετάνο	Kategori:Spelare i Associação Desportiva São Caetano
Κατηγορία:Ποδοσφαιριστές Σαν Λουίς ΦΚ	Kategori:Spelare i Club San Luis
Κατηγορία:Ποδοσφαιριστές Σαν Μαρίνο Κάλτσιο	Kategori:Spelare i San Marino Calcio
Κατηγορία:Ποδοσφαιριστές ΚΝ Σάντα Κλάρα	Kategori:Spelare i CD Santa Clara
Κατηγορία:Ποδοσφαιριστές Σάντα Κρουζ Φουτεμπόλ Κλούμπε	Kategori:Spelare i Santa Cruz FC
Κατηγορία:Ποδοσφαιριστές Κλουμπ Σάντος Λαγούνα	Kategori:Spelare i Club Santos Laguna
Κατηγορία:Ποδοσφαιριστές Σαντιάγο Γουόντερερς	Kategori:Spelare i Club de Deportes Santiago Wanderers
Κατηγορία:Ποδοσφαιριστές Ντεπορτίβο Σαπρίσα	Kategori:Spelare i Deportivo Saprissa
Κατηγορία:Ποδοσφαιριστές ΦΚ Σαράγεβο	Kategori:Spelare i FK Sarajevo
Κατηγορία:Ποδοσφαιριστές ΦΚ Σατούρν	Kategori:Spelare i FK Saturn Moskva Oblast
Κατηγορία:Ποδοσφαιριστές Σάουθ Μέλμπουρν ΦΚ	Kategori:Spelare i South Melbourne FC
Κατηγορία:Ποδοσφαιριστές Σάουθεντ Γιουνάιτεντ	Kategori:Spelare i Southend United FC
Κατηγορία:Ποδοσφαιριστές Σεαρά Σπόρτιγνκ Κλαμπ	Kategori:Spelare i Ceará SC
Κατηγορία:Ποδοσφαιριστές Σερβέτ Γενεύης	Kategori:Spelare i Servette FC
Κατηγορία:Ποδοσφαιριστές Σερκλ Μπρυζ	Kategori:Spelare i Cercle Brugge KSV
Κατηγορία:Ποδοσφαιριστές Σέρρο Πορτένιο	Kategori:Spelare i Cerro Porteño
Κατηγορία:Ποδοσφαιριστές Σίβασπορ	Kategori:Spelare i Sivasspor
Κατηγορία:Ποδοσφαιριστές Ολυμπίκ Σίντνεϊ	Kategori:Spelare i Sydney Olympic FC
Κατηγορία:Ποδοσφαιριστές Σκάνθορπ Γιουνάιτεντ	Kategori:Spelare i Scunthorpe United FC
Κατηγορία:Ποδοσφαιριστές Σκάρμπορο ΦΚ	Kategori:Spelare i Scarborough FC
Κατηγορία:Ποδοσφαιριστές Σκεντερμπέου Κορυτσάς	Kategori:Spelare i Skënderbeu Korçë
Κατηγορία:Ποδοσφαιριστές Σλόβαν Μπρατισλάβας	Kategori:Spelare i ŠK Slovan Bratislava
Κατηγορία:Ποδοσφαιριστές ΦΚ Σμεντέρεβο	Kategori:Spelare i FK Smederevo
Κατηγορία:Ποδοσφαιριστές Σόγκνταλ Φούτμπολ	Kategori:Spelare i Sogndal Fotball
Κατηγορία:Ποδοσφαιριστές Σπάρτα Ρότερνταμ	Kategori:Spelare i Sparta Rotterdam
Κατηγορία:Ποδοσφαιριστές ΠΦΚ Σπάρτακ Πλέβεν	Kategori:Spelare i Spartak Pleven
Κατηγορία:Ποδοσφαιριστές Σπέτσια Κάλτσιο 1906	Kategori:Spelare i Spezia Calcio 1906
Κατηγορία:Ποδοσφαιριστές Σπορτ Κλουμπ ντο Ρεσίφε	Kategori:Spelare i Sport Club do Recife
Κατηγορία:Ποδοσφαιριστές Σπόρτινγκ Κλούμπε ντε Μπράγκα	Kategori:Spelare i SC Braga
Κατηγορία:Ποδοσφαιριστές Σταντάρ Λιέγης	Kategori:Spelare i Standard Liège
Κατηγορία:Μοντέλα Porsche	Kategori:Porschemodeller
Κατηγορία:Ποδοσφαιριστές Στόκπορτ Κάουντι	Kategori:Spelare i Stockport County FC
Κατηγορία:Ποδοσφαιριστές Στρόμσγκοντσετ ΙΦ	Kategori:Spelare i Strømsgodset IF
Κατηγορία:Ποδοσφαιριστές Σούπερσπορ Γιουνάιτεντ	Kategori:Spelare i SuperSport United FC
Κατηγορία:Ποδοσφαιριστές ΚΣ Σφαξιέν	Kategori:Spelare i CS Sfaxien
Κατηγορία:Ποδοσφαιριστές ΦΚ Σιόν	Kategori:Spelare i FC Sion
Κατηγορία:Ποδοσφαιριστές ΣΚ Ταβρίγια Συμφερόπολης	Kategori:Spelare i SK Tavriya Simferopol
Κατηγορία:Ποδοσφαιριστές ΣΚ Τέλσταρ	Kategori:Spelare i Telstar
Κατηγορία:Ποδοσφαιριστές ΦΚ Τέπλιτσε	Kategori:Spelare i FK Teplice
Κατηγορία:Ποδοσφαιριστές Τερνάνα Κάλτσιο	Kategori:Spelare i Ternana Calcio
Κατηγορία:Ποδοσφαιριστές Τεράσα ΦΚ	Kategori:Spelare i Terrassa FC
Κατηγορία:Ποδοσφαιριστές ΚΦ Τίρανα	Kategori:Spelare i KF Tirana
Κατηγορία:Ποδοσφαιριστές Ντεπορτίβο Τολούκα	Kategori:Spelare i Deportivo Toluca FC
Κατηγορία:Ποδοσφαιριστές Τονέρ Γιαουντέ	Kategori:Spelare i Tonnerre Yaoundé
Κατηγορία:Ποδοσφαιριστές Τορόντο ΦΚ	Kategori:Spelare i Toronto FC
Κατηγορία:Ποδοσφαιριστές Τορπέντο Κουτάισι	Kategori:Spelare i Torpedo Kutaisi
Κατηγορία:Ποδοσφαιριστές Τίγρες ντε λα ΟΑΝΛ	Kategori:Spelare i UANL Tigres
Κατηγορία:Ποδοσφαιριστές Κλουμπ Ουνιβερσιδάδ Νασιονάλ	Kategori:Spelare i Club Universidad Nacional
Κατηγορία:Ποδοσφαιριστές Γουαϊτακέρε Γιουνάιτεντ	Kategori:Spelare i Waitakere United
Κατηγορία:Ποδοσφαιριστές ΟΝ Λεϊρία	Kategori:Spelare i UD Leiria
Κατηγορία:Ποδοσφαιριστές Κλουμπ Ντεπορτίβο Ουνιβερσιδάδ Κατόλικα	Kategori:Spelare i Club Deportivo Universidad Católica
Κατηγορία:Ποδοσφαιριστές ΚΝ Ουνιβερσιδάδ Σαν Μαρτίν	Kategori:Spelare i Universidad San Martín de Porres
Κατηγορία:Ποδοσφαιριστές ΦΚ Ουνιβερσιτάτεα Κραϊόβα	Kategori:Spelare i FC Universitatea Craiova
Κατηγορία:Ποδοσφαιριστές Ουνιόν Σπορτίβ Ντουαλά	Kategori:Spelare i Union Douala
Κατηγορία:Ποδοσφαιριστές ΣπΦγγ Ούντερχασινγκ	Kategori:Spelare i SpVgg Unterhaching
Κατηγορία:Ποδοσφαιριστές ΣΚ Φαρένσε	Kategori:Spelare i SC Farense
Κατηγορία:Ποδοσφαιριστές Σέντρο Ατλέτικο Φένιξ	Kategori:Spelare i CA Fénix
Κατηγορία:Ποδοσφαιριστές Φερεντσβάρος	Kategori:Spelare i Ferencváros TC
Κατηγορία:Ποδοσφαιριστές Βίντεοτον ΦΚ	Kategori:Spelare i Videoton FC
Κατηγορία:Ποδοσφαιριστές Φιγκεϊρένσε Φουτεμπόλ Κλούμπε	Kategori:Spelare i Figueirense FC
Κατηγορία:Ποδοσφαιριστές Φλαμουρτάρι	Kategori:Spelare i Flamurtari Vlorë
Κατηγορία:Ποδοσφαιριστές Φλόρα Ταλίν	Kategori:Spelare i FC Flora Tallinn
Κατηγορία:Ποδοσφαιριστές ΟΣ Φότζια	Kategori:Spelare i US Foggia
Κατηγορία:Ποδοσφαιριστές Φορτούνα Σίταρντ	Kategori:Spelare i Fortuna Sittard
Κατηγορία:Ποδοσφαιριστές ΣΚ Φρεαμούντε	Kategori:Spelare i SC Freamunde
Κατηγορία:Ποδοσφαιριστές Φρέντρικσταντ ΦΚ	Kategori:Spelare i Fredrikstad FK
Κατηγορία:Ποδοσφαιριστές Μπολντκλούμπεν Φρεμ	Kategori:Spelare i BK Frem
Κατηγορία:Ποδοσφαιριστές ΗΒ Κέγκε	Kategori:Spelare i HB Køge
Κατηγορία:Ποδοσφαιριστές Κοπεγχάγη Μπόλντκλουμπ	Kategori:Spelare i Kjøbenhavns Boldklub
Κατηγορία:Ποδοσφαιριστές Χαζάρ Λανκαράν	Kategori:Spelare i FK Chazar Lenkoran
Κατηγορία:Ποδοσφαιριστές Χιμπέρνιαν ΦΚ	Kategori:Spelare i Hibernian FC
Κατηγορία:Ποδοσφαιριστές Χάιντουκ Σπλιτ	Kategori:Spelare i Hajduk Split
Κατηγορία:Ποδοσφαιριστές Χαλ Σίτι	Kategori:Spelare i Hull City AFC
Κατηγορία:Ποδοσφαιριστές Χάποελ Ιρόνι Κιριάτ Σμόνα ΦΚ	Kategori:Spelare i Hapoel Ironi Kiryat Shmona FC
Κατηγορία:Ποδοσφαιριστές Χάποελ Χάιφα	Kategori:Spelare i Hapoel Haifa FC
Κατηγορία:Ποδοσφαιριστές ΧΦΚ Χάαρλεμ	Kategori:Spelare i HFC Haarlem
Κατηγορία:Ποδοσφαιριστές Χαρτ οφ Μιντλόθιαν	Kategori:Spelare i Heart of Midlothian FC
Κατηγορία:Ποδοσφαιριστές Χβιντόβρε ΙΦ	Kategori:Spelare i Hvidovre IF
Κατηγορία:Ποδοσφαιριστές ΒΚ Χάκεν	Kategori:Spelare i BK Häcken
Κατηγορία:Ποδοσφαιριστές Χέλσινγκμποργκς ΙΦ	Kategori:Spelare i Helsingborgs IF
Κατηγορία:Ποδοσφαιριστές Χεράκλες Αλμέλο	Kategori:Spelare i Heracles Almelo
Κατηγορία:Ποδοσφαιριστές Χιρόνα ΦΚ	Kategori:Spelare i Girona FC
Κατηγορία:Ποδοσφαιριστές ΦΚ Χμελ Μπλσάνι	Kategori:Spelare i FK Chmel Blšany
Κατηγορία:Ποδοσφαιριστές ΦΚ Χόνκα	Kategori:Spelare i FC Honka
Κατηγορία:Ποδοσφαιριστές Χούτνικ Νόβα Χούτα	Kategori:Spelare i Hutnik Kraków
Κατηγορία:Ποδοσφαιριστές Χενάν Τζιανιέ ΦΚ	Kategori:Spelare i Henan Construction FC
Κατηγορία:Ποδοσφαιριστές Τσακαρίτα Τζούνιορς	Kategori:Spelare i CA Chacarita Juniors
Κατηγορία:Ποδοσφαιριστές ΝΚ Τσέλικ Ζένιτσα	Kategori:Spelare i NK Čelik Zenica
Κατηγορία:Ποδοσφαιριστές ΦΚ Τσερνομόρετς Οδησσού	Kategori:Spelare i FK Tjornomorets Odessa
Κατηγορία:Ποδοσφαιριστές Τσέστερ Σίτι ΦΚ	Kategori:Spelare i Chester City FC
Κατηγορία:Ποδοσφαιριστές Τσέστερφιλντ ΦΚ	Kategori:Spelare i Chesterfield FC
Κατηγορία:Ποδοσφαιριστές Τσιάπας ΦΚ	Kategori:Spelare i Jaguares de Chiapas
Κατηγορία:Ποδοσφαιριστές ΓΝ Τσάβες	Kategori:Spelare i GD Chaves
Κατηγορία:Ποδοσφαιριστές ΦΚ Σάαν	Kategori:Spelare i FC Schaan
Κατηγορία:Ποδοσφαιριστές Σάμροκ Ρόβερς	Kategori:Spelare i Shamrock Rovers FC
Κατηγορία:Ποδοσφαιριστές ΦΚ Σερίφ Τιράσπολ	Kategori:Spelare i FC Sheriff Tiraspol
Κατηγορία:Ποδοσφαιριστές ΗΝΚ Σίμπενικ	Kategori:Spelare i HNK Šibenik
Κατηγορία:Ποδοσφαιριστές Σριούσμπερι Τάουν	Kategori:Spelare i Shrewsbury Town FC
Κατηγορία:Ποδοσφαιριστές Γκουϊτζόου Ρενχέ ΦΚ	Kategori:Spelare i Xian Chanba
Κατηγορία:Ποδοσφαιριστές Έμπσφλιτ Γιουνάιτεντ	Kategori:Spelare i Ebbsfleet United FC
Κατηγορία:Ποδοσφαιριστές Έβερτον Ντε Βίνια Ντελ Μαρ	Kategori:Spelare i CD Everton de Viña del Mar
Κατηγορία:Ποδοσφαιριστές ΣΝ Έιμπαρ	Kategori:Spelare i SD Eibar
Κατηγορία:Ποδοσφαιριστές Εξελσιόρ Ατλετίκ Κλαμπ ντε Ρουμπαί	Kategori:Spelare i Excelsior Roubaix
Κατηγορία:Ποδοσφαιριστές Έξετερ Σίτι	Kategori:Spelare i Exeter City FC
Κατηγορία:Ποδοσφαιριστές ΚΦ Ελμπασάνι	Kategori:Spelare i KS Elbasani
Κατηγορία:Ποδοσφαιριστές Έλτσε ΚΦ	Kategori:Spelare i Elche CF
Κατηγορία:Ποδοσφαιριστές Κλουμπ Σπορτ Εμελέκ	Kategori:Spelare i CS Emelec
Κατηγορία:Ποδοσφαιριστές ΦΚ Έμεν	Kategori:Spelare i FC Emmen
Δε Σέτλμεντ (Παρθένοι Νήσοι)	The Settlement
Κατηγορία:Ποδοσφαιριστές Έργκριτε ΙΣ	Kategori:Spelare i Örgryte IS Fotboll
Κατηγορία:Ποδοσφαιριστές Έρεμπρο ΣΚ	Kategori:Spelare i Örebro SK Fotboll
Κατηγορία:Ποδοσφαιριστές Έσμπιεργκ ΦΒ	Kategori:Spelare i Esbjerg fB
Κατηγορία:Ποδοσφαιριστές Εσκισεχίρσπορ	Kategori:Spelare i Eskişehirspor
Κατηγορία:Ποδοσφαιριστές Εστουδιάντες Τέκος	Kategori:Spelare i UAG Tecos
Κατηγορία:Ποδοσφαιριστές ΚΦ Εστρέλα ντα Αμαδόρα	Kategori:Spelare i CF Estrela da Amadora
Κατηγορία:Ποδοσφαιριστές Μπριτζ Μπόις ΦΚ	Kategori:Spelare i Julius Berger FC
Κατηγορία:Ποδοσφαιριστές ΚΦΚ Ίρντιγκεν 05	Kategori:Spelare i KFC Uerdingen 05
Κατηγορία:Ποδοσφαιριστές Γιανγκ Μπόις Βέρνης	Kategori:Spelare i BSC Young Boys
Κατηγορία:Ποδοσφαιριστές ΑΕΛ Λεμεσού	Kategori:Spelare i AEL Limassol
Κατηγορία:Ποδοσφαιριστές ΑΖ Άλκμααρ	Kategori:Spelare i AZ Alkmaar
Κατηγορία:Ποδοσφαιριστές ΜΠΑΤΕ Μπορίσοφ	Kategori:Spelare i FC BATE
Κατηγορία:Ποδοσφαιριστές Κλούμπε ντε Ρεγκάτας Μπραζίλ	Kategori:Spelare i CR Brasil
Κατηγορία:Ποδοσφαιριστές Λίγκα Ντεπορτίβα Ουνιβερσιτάρια ντε Κίτο	Kategori:Spelare i LDU Quito
Κατηγορία:Ποδοσφαιριστές ΜΦΦ Μάαστριχτ	Kategori:Spelare i MVV Maastricht
Κατηγορία:Ποδοσφαιριστές ΜΤΚ Βουδαπέστης	Kategori:Spelare i MTK Hungária FC
Κατηγορία:Ποδοσφαιριστές ΝΣΙ Ρούναβικ	Kategori:Spelare i NSÍ Runavík
Κατηγορία:Ποδοσφαιριστές ΟΦΗ	Kategori:Spelare i OFI Kreta
Κατηγορία:Ποδοσφαιριστές Πας Τεχεράνης	Kategori:Spelare i Pas Teheran
Κατηγορία:Ποδοσφαιριστές ΦΚ ΣΚΑ Ροστόφ	Kategori:Spelare i FC SKA Rostov-na-Donu
Κατηγορία:Ποδοσφαιριστές Σοσιεντάντε Εσπορτίβα Ρεκρεατίβα Κασίας ντο Σουλ	Kategori:Spelare i SER Caxias do Sul
Κατηγορία:Ποδοσφαιριστές ΧΓΚ Ελσίνκι	Kategori:Spelare i HJK Helsingfors
Κατηγορία:Ποδοσφαιριστές ΤΣΣΚΑ Σόφιας	Kategori:Spelare i CSKA Sofia
Κατηγορία:Ποδοσφαιριστές ΤΦΡ Κλουζ	Kategori:Spelare i CFR Cluj
Κατηγορία:Αυτοκράτορες της Λατινικής Αυτοκρατορίας της Κωνσταντινούπολης	Kategori:Latinska kejsare av Konstantinopel
Κατηγορία:Ινδολόγοι ανά εθνικότητα	Kategori:Indologer efter nationalitet
Λιβάδι	Äng
Κατηγορία:Ουαλοί ιστορικοί	Kategori:Walesiska historiker
Κατηγορία:Ιστορικές περιοχές της Γερμανίας	Kategori:Geografiska områden i Tysklands historia
Κατηγορία:Λιθουανοί μουσικοί	Kategori:Litauiska musiker
Κατηγορία:Παθήσεις του αίματος	Kategori:Blodsjukdomar
Κατηγορία:Περιφερειακές ενότητες της Ελλάδας	Kategori:Perifereiakés enótites
Κατηγορία:Φυσιολογία	Kategori:Fysiologi
Νομός Πρέβεζας	Preveza (perifereiakí enótita)
Κατηγορία:Παραγωγοί ντοκιμαντέρ	Kategori:Dokumentärfilmare
Κατηγορία:Μοντέλα Škoda	Kategori:Škodamodeller
Κατηγορία:ΛΚΣ Λοντζ	Kategori:ŁKS Łódź
Κατηγορία:Έστερς ΙΦ	Kategori:Östers IF
Κατηγορία:Έργκριτε ΙΣ	Kategori:Örgryte IS
Κατηγορία:Έρεμπρο ΣΚ	Kategori:Örebro SK
Κατηγορία:Ποδοσφαιριστές Ντεπορτίβο Νιουμπλένσε	Kategori:Spelare i Ñublense
Κατηγορία:Αρθουριανή λογοτεχνία	Kategori:Arthurlitteratur
Κατηγορία:Αθλητές από τη Ζιμπάμπουε	Kategori:Zimbabwiska idrottare
Κατηγορία:Κύπριοι κομμουνιστές	Kategori:Cypriotiska kommunister
Κατηγορία:Ισλανδοί συνθέτες	Kategori:Isländska kompositörer
Κατηγορία:Συνθέτες οπερέτας	Kategori:Operettkompositörer
Κατηγορία:Πολιτικοί της Ζανζιβάρης	Kategori:Zanzibariska politiker
Κατηγορία:Ζαμάλεκ ΣΚ	Kategori:Zamalek SC
Κατηγορία:Γιουγκοσλάβοι αθλητές	Kategori:Jugoslaviska idrottare
Κατηγορία:Μουσική στη Γιουγκοσλαβία	Kategori:Musik i Jugoslavien
Κατηγορία:Γιορκ Σίτι ΦΚ	Kategori:York City FC
Κατηγορία:Ποδοσφαιριστές Γιοκοχάμα Φ. Μαρίνος	Kategori:Spelare i Yokohama F. Marinos
Κατηγορία:Κοσμολόγοι	Kategori:Kosmologer
Κατηγορία:Λάτιν χοροί	Kategori:Latinamerikanska danser
Κατηγορία:Τσεχοσλοβάκοι αθλητές του στίβου	Kategori:Tjeckoslovakiska friidrottare
Στρατάρχης	Generalfältmarskalk
Κατηγορία:Αθλητές της ιστιοπλοΐας	Kategori:Seglare
Κατηγορία:Ενώσεις ξένου	Kategori:Xenonföreningar
Κατηγορία:Προπονητές ποδοσφαίρου Βίτζεβ Λοτζ	Kategori:Tränare i Widzew Łódź
Κατηγορία:Α΄ Παγκόσμιος πόλεμος ανά χώρα	Kategori:Första världskriget efter land
Κατηγορία:Μαρκήσιοι της Ιταλίας	Kategori:Italienska markiser
Κατηγορία:Στρατάρχες της Ιταλίας	Kategori:Italienska fältmarskalkar
Κατηγορία:Τυχοδιώκτες	Kategori:Äventyrare
Κατηγορία:Παγκόσμιο πρωτάθλημα ράλι	Kategori:Rally-VM
Κατηγορία:Έλληνες αθλητές του ακοντισμού	Kategori:Grekiska spjutkastare
Κατηγορία:Κόπα Αμέρικα 1993	Kategori:Copa América 1993
Κατηγορία:Κόπα Αμέρικα 1995	Kategori:Copa América 1995
Κατηγορία:Κόπα Αμέρικα 1991	Kategori:Copa América 1991
Κατηγορία:Προπονητές ποδοσφαίρου Γαλατασαράι	Kategori:Tränare i Galatasaray SK
Κατηγορία:Γούλβερχαμπτον Γουόντερερς	Kategori:Wolverhampton Wanderers FC
Κατηγορία:Αυτόνομος θύλακας Τσουκότκα	Kategori:Tjuktjien
Κατηγορία:Γαλατασαράι	Kategori:Galatasaray SK
Κατηγορία:Ποδοσφαιριστές Γαλατασαράι	Kategori:Spelare i Galatasaray SK
Κατηγορία:Μαυροβούνια μουσικά συγκροτήματα	Kategori:Montenegrinska musikgrupper
Κατηγορία:Αγωνιστικές περίοδοι του NBA	Kategori:Säsonger av National Basketball Association
Κατηγορία:Πρότυπα Ελλάδας	Kategori:Greklandsmallar
Κατηγορία:Πρότυπα μουσικής	Kategori:Musikmallar
Πρότυπο:Κράτη και Ομοσπονδιακές Επικράτειες της Μαλαισίας	Mall:Malaysias delstater och territorier
Κατηγορία:Πόλεις της Αντίγκουα και Μπαρμπούντα	Kategori:Orter i Antigua och Barbuda
Στάδιο Ντα Λουζ	Estádio da Luz
Κατηγορία:Πανεπιστήμια στην Ελλάδα	Kategori:Universitet och högskolor i Grekland
Κατηγορία:Δημογραφία του Καναδά	Kategori:Kanadas demografi
Κατηγορία:Φιλόσοφοι της επιστήμης	Kategori:Vetenskapsteoretiker
Κατηγορία:Αετόμορφα	Kategori:Accipitriformes
Κατηγορία:Φιλόσοφοι ανά τομέα έρευνας	Kategori:Filosofer efter verksamhetsområde
Κατηγορία:Σελίδες με ασυμπλήρωτες αναφορές DOI	Kategori:Wikipedia:Sidor med ofullständiga DOI-referenser
Κατηγορία:Σέρβοι πρωθυπουργοί	Kategori:Serbiens premiärministrar
Κατηγορία:Βαλκάνια	Kategori:Balkan
Μάχη στα Υψώματα Ζέελοβ	Slaget vid Seelowhöjderna
Κατηγορία:Ποδοσφαιριστές στην Ουκρανία ανά ομάδα	Kategori:Fotbollsspelare i klubblag i Ukraina
Πρότυπο:Κουτί πληροφοριών επεισοδίου	Mall:Avsnitt infobox
Ινστιτούτο Σχεδίασης του Ούμεο	Designhögskolan i Umeå
Κατηγορία:Κατασκευαστές μηχανοκίνητων οχημάτων ανά χώρα	Kategori:Fordonstillverkare efter land
Κατηγορία:Οργανισμοί ανά ήπειρο	Kategori:Organisationer efter världsdel
Κατηγορία:Εθνικιστικά κόμματα	Kategori:Nationalistiska partier
Κατηγορία:Πρόεδροι της Σενεγάλης	Kategori:Senegals presidenter
Πρότυπο:Updated	Mall:Uppdaterad
Κατηγορία:Εφημερίδα-επέκταση	Kategori:Tidningsstubbar
Κατηγορία:Καθεδρικοί ναοί στην Ιταλία	Kategori:Domkyrkor i Italien
Κατηγορία:Εθνικές ομάδες εκτός ΦΙΦΑ	Kategori:Landslag och officiella lag utan medlemskap i FIFA
Κατηγορία:Γεωπολιτική	Kategori:Geopolitik
Κατηγορία:Αλβανοί τραγουδιστές όπερας	Kategori:Albanska operasångare
Κατηγορία:Αργεντινοί τραγουδιστές όπερας	Kategori:Argentinska operasångare
Κατηγορία:Νεοζηλανδοί τραγουδιστές όπερας	Kategori:Nyzeeländska operasångare
Κατηγορία:Φινλανδοί τραγουδιστές όπερας	Kategori:Finländska operasångare
Κατηγορία:Ρήτορες	Kategori:Retoriker
Κατηγορία:Δούκες της Ακουιτανίας	Kategori:Hertigar av Akvitanien
Κατηγορία:Πατριάρχες Σερβίας	Kategori:Patriark av serbisk-ortodoxa kyrkan
Κατηγορία:Περουβιανοί τραγουδιστές	Kategori:Peruanska sångare
Κατηγορία:Τραγουδιστές από την ΠΓΔΜ	Kategori:Makedonska sångare
Κατηγορία:Σοβιετικοί τραγουδιστές	Kategori:Sovjetiska sångare
Ολμοβόλο	Granatkastare
Σοβιετικές Ένοπλες Δυνάμεις	Sovjetunionens väpnade styrkor
Κατηγορία:Αγγλική γλώσσα	Kategori:Engelska
Κατηγορία:Έλληνες σεναριογράφοι	Kategori:Grekiska manusförfattare
Κατηγορία:Φιλόσοφοι των μαθηματικών	Kategori:Matematikfilosofer
Κατηγορία:Σκομβρίδες	Kategori:Makrillfiskar
Κατηγορία:Μέσα Μαζικής Ενημέρωσης της Κύπρου	Kategori:Media på Cypern
Κατηγορία:Έσσεν	Kategori:Essen
Κατηγορία:Ζαγκλέμπιε Λούμπιν	Kategori:Zagłębie Lubin
Πρότυπο:Καλαθοσφαίριση στους Ολυμπιακούς Αγώνες	Mall:Basket vid olympiska sommarspelen
Κατηγορία:Άγγλοι καλλιτέχνες	Kategori:Engelska konstnärer
Κατηγορία:Βρετανοί καλλιτέχνες	Kategori:Brittiska konstnärer
Πρότυπο:Gutenberg	Mall:Gutenberg
Κατηγορία:Πολιτικοί-επέκταση	Kategori:Politikerstubbar
Κατηγορία:Τραγούδια των Pet Shop Boys	Kategori:Låtar av Pet Shop Boys
Κατηγορία:Ανατυπωτές	Kategori:Boktryckare
Κατηγορία:Ποδοσφαιριστές Κόπα Αμέρικα 1989	Kategori:Spelare i Copa América 1989
Κατηγορία:Κολύμβηση στην Ελλάδα	Kategori:Simning i Grekland
Κατηγορία:Ποδοσφαιριστές Γιορκ Σίτι ΦΚ	Kategori:Spelare i York City FC
Κατηγορία:Αρχαίοι Έλληνες πολιτικοί	Kategori:Antikens grekiska politiker
Κατηγορία:Ώλαντ	Kategori:Åland
Κατηγορία:Ζωολογικοί κήποι	Kategori:Djurparker
Κατηγορία:Ζανζιβάρη	Kategori:Zanzibar
Βυζαντινά τείχη της Θεσσαλονίκης	Thessaloníkis stadsmurar
Ελληνική Ορθόδοξη Εκκλησία	Grekisk-ortodoxa kyrkan
Κατηγορία:Κανόνες σκακιού	Kategori:Schackregler
Κατηγορία:Έδρες νομοθετικών σωμάτων	Kategori:Byggnader för lagstiftande församlingar
Κατηγορία:Πρόεδροι του Ευρωπαϊκού Κοινοβουλίου	Kategori:Talmän i Europaparlamentet
Κατηγορία:Αρχηγοί κράτους της Μπουρκίνα Φάσο	Kategori:Burkina Fasos presidenter
Κατηγορία:Πρόεδροι της Γουιάνας	Kategori:Guyanas presidenter
Κατηγορία:Πρόεδροι της Ζάμπιας	Kategori:Zambias presidenter
Κατηγορία:Πρόεδροι της Δημοκρατίας της Ισπανίας	Kategori:Spaniens presidenter
Κατηγορία:Αρχηγοί κράτους της Μαυριτανίας	Kategori:Mauretaniens presidenter
Κατηγορία:Πρόεδροι του Μαλάουι	Kategori:Malawis presidenter
Κατηγορία:Αρχηγοί κράτους του Μάλι	Kategori:Malis presidenter
Κατηγορία:Οφθαλμίατροι	Kategori:Oftalmologer
Κατηγορία:Πρωθυπουργοί των Αντίγκουα και Μπαρμπούντα	Kategori:Antigua och Barbudas premiärministrar
Κατηγορία:Πρωθυπουργοί της Αϊτής	Kategori:Haitis premiärministrar
Κατηγορία:Λίβερπουλ	Kategori:Liverpool
Κατηγορία:Γερμανικοί αυτοκινητόδρομοι	Kategori:Motorvägar i Tyskland
Κατηγορία:Προπονητές ποδοσφαίρου Έλτσε ΚΦ	Kategori:Tränare i Elche CF
Κατηγορία:Συνθέτες	Kategori:Kompositörer
Κατηγορία:Οίκος του Γκλύξμπουργκ	Kategori:Huset Glücksburg
Κατηγορία:Περιφέρειες του Τζιμπουτί	Kategori:Djiboutis regioner
Κατηγορία:Προπονητές ποδοσφαίρου Λεβάντε Ουνιόν Ντεπορτίβα	Kategori:Tränare i Levante UD
Κατηγορία:Προπονητές ποδοσφαίρου ΚΝ Τενερίφη	Kategori:Tränare i CD Tenerife
Πρότυπο:Περιφέρειες της Αιθιοπίας	Mall:Etiopien
Κατηγορία:Κοινωνικά κινήματα	Kategori:Folkrörelser
Κατηγορία:Έλληνες κληρικοί	Kategori:Grekiska präster
Κατηγορία:Έλληνες αθλητές του επί κοντώ	Kategori:Grekiska stavhoppare
Προκλητή ζήτηση	Inducerad trafik
Κατηγορία:Ελληνικοί ραδιοφωνικοί σταθμοί	Kategori:Grekiska radiostationer
Γιαμ	Jams
Κατηγορία:Ιστορία της Νορβηγίας	Kategori:Norges historia
Κατηγορία:Κυβερνήτες της Βιρτζίνια	Kategori:Guvernörer i Virginia
Κατηγορία:Αυτοκράτορες της Αιθιοπίας	Kategori:Etiopiens kungligheter
Κατηγορία:Ποδοσφαιριστές στην Κύπρο ανά ομάδα	Kategori:Fotbollsspelare i klubblag på Cypern
Κατηγορία:Αυστραλοί υδατοσφαιριστές	Kategori:Australiska vattenpolospelare
Κατηγορία:Ασιατικά κράτη	Kategori:Asiens länder
Κατηγορία:Καθεδρικοί ναοί στην Ισπανία	Kategori:Domkyrkor i Spanien
Κατηγορία:Ούγγροι καλλιτέχνες	Kategori:Ungerska konstnärer
